_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
"Peterson, Collin C.",MN,7,Rep,MN7,Peterson,,Collin C. Peterson,Democrat,,TO GET LATER
"Rahall, Nick J., II",WV,3,Rep,WV3,Rahall,,Nick J. Rahall II,Democrat,,TO GET LATER
"Ribble, Reid J.",WI,8,Rep,WI8,Ribble,CongressmanReidRibble,Reid J. Ribble,Republican,RepRibble,TO GET LATER
"Roby, Martha",AL,2,Rep,AL2,Roby,Representative.Martha.Roby,Martha Roby,Republican,RepMarthaRoby,TO GET LATER
"Roe, David P.",TN,1,Rep,TN1,Roe,DrPhilRoe,David P. Roe,Republican,DrPhilRoe,TO GET LATER
"Rokita, Todd",IN,4,Rep,IN4,Rokita,RepToddRokita,Todd Rokita,Republican,ToddRokita,TO GET LATER
"Rooney, Thomas J.",FL,16,Rep,FL16,Rooney,reptomrooney,Thomas J. Rooney,Republican,TomRooney,TO GET LATER
"Ross, Mike",AR,4,Rep,AR4,Ross,,Mike Ross,Democrat,MikeRossUpdates,TO GET LATER
"Schilling, Robert T.",IL,17,Rep,IL17,Schilling,,Robert T. Schilling,Republican,,TO GET LATER
"Schweikert, David",AZ,5,Rep,AZ5,Schweikert,repdavidschweikert,David Schweikert,Republican,RepDavid,TO GET LATER
"Sensenbrenner, F. James, Jr.",WI,5,Rep,WI5,Sensenbrenner,RepSensenbrenner,"F. James Sensenbrenner, Jr.",Republican,JimPressOffice,TO GET LATER
"Shimkus, John",IL,19,Rep,IL19,Shimkus,repshimkus,John Shimkus,Republican,RepShimkus,TO GET LATER
"Shuler, Heath",NC,11,Rep,NC11,Shuler,,Heath Shuler,Democrat,,TO GET LATER
"Stivers, Steve",OH,15,Rep,OH15,Stivers,116058275133542,Steve Stivers,Republican,RepSteveStivers,TO GET LATER
"Stutzman, Marlin A.",IN,3,Rep,IN3,Stutzman,CongressmanMarlinStutzman,Marlin A. Stutzman,Republican,RepStutzman,TO GET LATER
"Thompson, Glenn",PA,5,Rep,PA5,Thompson,CongressmanGT,Glenn Thompson,Republican,CongressmanGT,TO GET LATER
"Wolf, Frank R.",VA,10,Rep,VA10,Wolf,,Frank R. Wolf,Republican,,TO GET LATER
"Womack, Steve",AR,3,Rep,AR3,Womack,RepSteveWomack,Steve Womack,Republican,Rep_SteveWomack,TO GET LATER
"Yoder, Kevin",KS,3,Rep,KS3,Yoder,CongressmanKevinYoder,Kevin Yoder,Republican,RepKevinYoder,TO GET LATER
"Altmire, Jason",PA,4,Rep,PA4,Altmire,,Jason Altmire,Democrat,,TO GET LATER
"Bass, Charles F.",NH,2,Rep,NH2,Bass,,Charles F. Bass,Republican,,TO GET LATER
"Berkley, Shelley",NV,1,Rep,NV1,Berkley,,Shelley Berkley,Democrat,,TO GET LATER
"Bishop, Sanford D., Jr.",GA,2,Rep,GA2,Bishop,sanfordbishop,"Sanford D. Bishop, Jr.",Democrat,SanfordBishop,TO GET LATER
"Bishop, Timothy H.",NY,1,Rep,NY1,Bishop,,Timothy H. Bishop,Democrat,,TO GET LATER
"Braley, Bruce L.",IA,1,Rep,IA1,Braley,,Bruce L. Braley,Democrat,,TO GET LATER
"Capito, Shelley Moore",WV,2,Rep,WV2,Capito,senshelley,Shelley Moore Capito,Republican,SenCapito,TO GET LATER
"Capuano, Michael E.",MA,8,Rep,MA8,Capuano,RepMichaelCapuano,Michael E. Capuano,Democrat,RepMikeCapuano,TO GET LATER
"Cardoza, Dennis A.",CA,18,Rep,CA18,Cardoza,,Dennis Cardoza,Democrat,,TO GET LATER
"Carnahan, Russ",MO,3,Rep,MO3,Carnahan,,Russ Carnahan,Democrat,,TO GET LATER
"Carson, Andre",IN,7,Rep,IN7,Carson,CongressmanAndreCarson,André Carson,Democrat,RepAndreCarson,TO GET LATER
"Cicilline, David N.",RI,1,Rep,RI1,Cicilline,CongressmanDavidCicilline,David N. Cicilline,Democrat,RepCicilline,TO GET LATER
"Cohen, Steve",TN,9,Rep,TN9,Cohen,CongressmanSteveCohen,Steve Cohen,Democrat,RepCohen,TO GET LATER
"Connolly, Gerald E.",VA,11,Rep,VA11,Connolly,CongressmanGerryConnolly,Gerald E. Connolly,Democrat,GerryConnolly,TO GET LATER
"Courtney, Joe",CT,2,Rep,CT2,Courtney,joecourtney,Joe Courtney,Democrat,RepJoeCourtney,TO GET LATER
"Dold, Robert J.",IL,10,Rep,IL10,Dold,RepDold,Robert J. Dold,Republican,RepDold,TO GET LATER
"Engel, Eliot L.",NY,17,Rep,NY17,Engel,RepEliotLEngel,Eliot L. Engel,Democrat,RepEliotEngel,TO GET LATER
"Frank, Barney",MA,4,Rep,MA4,Frank,barneyfrank,Barney Frank,Democrat,barneyfrank,TO GET LATER
"Gibson, Christopher P.",NY,20,Rep,NY20,Gibson,RepChrisGibson,Christopher P. Gibson,Republican,RepChrisGibson,TO GET LATER
"Hanna, Richard L.",NY,24,Rep,NY24,Hanna,reprichardhanna,Richard L. Hanna,Republican,RepRichardHanna,TO GET LATER
"Herrera Beutler, Jaime",WA,3,Rep,WA3,Herrera Beutler,herrerabeutler,Jaime Herrera Beutler,Republican,HerreraBeutler,TO GET LATER
"Himes, James A.",CT,4,Rep,CT4,Himes,CongressmanJimHimes,James A. Himes,Democrat,JAHimes,TO GET LATER
"Keating, William R.",MA,10,Rep,MA10,Keating,Congressman.Keating,William R. Keating,Democrat,USRepKeating,TO GET LATER
"Kissell, Larry",NC,8,Rep,NC8,Kissell,,Larry Kissell,Democrat,,TO GET LATER
"Matheson, Jim",UT,2,Rep,UT2,Matheson,,Jim Matheson,Democrat,,TO GET LATER
"Meehan, Patrick",PA,7,Rep,PA7,Meehan,CongressmanPatrickMeehan,Patrick Meehan,Republican,RepMeehan,TO GET LATER
"Michaud, Michael H.",ME,2,Rep,ME2,Michaud,,Michael H. Michaud,Democrat,,TO GET LATER
"Owens, William L.",NY,23,Rep,NY23,Owens,,William L. Owens,Democrat,,TO GET LATER
"Paulsen, Erik",MN,3,Rep,MN3,Paulsen,CongressmanErikPaulsen,Erik Paulsen,Republican,RepErikPaulsen,TO GET LATER
"Quigley, Mike",IL,5,Rep,IL5,Quigley,repmikequigley,Mike Quigley,Democrat,RepMikeQuigley,TO GET LATER
"Reichert, David G.",WA,8,Rep,WA8,Reichert,repdavereichert,David G. Reichert,Republican,DaveReichert,TO GET LATER
"Rohrabacher, Dana",CA,46,Rep,CA46,Rohrabacher,RepRohrabacher,Dana Rohrabacher,Republican,reprohrabacher,TO GET LATER
"Ruppersberger, C. A. Dutch",MD,2,Rep,MD2,Ruppersberger,DutchRupp,C. A. Dutch Ruppersberger,Democrat,Call_Me_Dutch,TO GET LATER
"Rush, Bobby L.",IL,1,Rep,IL1,Rush,congressmanbobbyrush,Bobby L. Rush,Democrat,RepBobbyRush,TO GET LATER
"Schrader, Kurt",OR,5,Rep,OR5,Schrader,repschrader,Kurt Schrader,Democrat,RepSchrader,TO GET LATER
"Sewell, Terri A.",AL,7,Rep,AL7,Sewell,RepSewell,Terri A. Sewell,Democrat,RepTerriSewell,TO GET LATER
"Tsongas, Niki",MA,5,Rep,MA5,Tsongas,RepTsongas,Niki Tsongas,Democrat,NikiInTheHouse,TO GET LATER
"Webster, Daniel",FL,8,Rep,FL8,Webster,RepWebster,Daniel Webster,Republican,RepWebster,TO GET LATER
"Welch, Peter",VT,0,Rep,VT0,Welch,PeterWelch,Peter Welch,Democrat,PeterWelch,TO GET LATER
"Young, Don",AK,0,Rep,AK0,Young,RepDonYoung,Don Young,Republican,RepDonYoung,TO GET LATER
"Scott, David",GA,13,Rep,GA13,Scott,113303673339,David Scott,Democrat,RepDavidScott,TO GET LATER
"Amodei, Mark E.",NV,2,Rep,NV2,Amodei,MarkAmodeiNV2,Mark E. Amodei,Republican,MarkAmodeiNV2,TO GET LATER
"Carney, John C., Jr.",DE,0,Rep,DE0,Carney,JohnCarneyDE,John C. Carney Jr.,Democrat,JohnCarneyde,TO GET LATER
"Clarke, Hansen",MI,13,Rep,MI13,Clarke,,Hansen Clarke,Democrat,,TO GET LATER
"Conyers, John, Jr.",MI,14,Rep,MI14,Conyers,CongressmanConyers,"John Conyers, Jr.",Democrat,RepJohnConyers,TO GET LATER
"Cuellar, Henry",TX,28,Rep,TX28,Cuellar,152569121550,Henry Cuellar,Democrat,RepCuellar,TO GET LATER
"Eshoo, Anna G.",CA,14,Rep,CA14,Eshoo,RepAnnaEshoo,Anna G. Eshoo,Democrat,RepAnnaEshoo,TO GET LATER
"Filner, Bob",CA,51,Rep,CA51,Filner,,Bob Filner,Democrat,,TO GET LATER
"Garamendi, John",CA,10,Rep,CA10,Garamendi,repgaramendi,John Garamendi,Democrat,RepGaramendi,TO GET LATER
"Hanabusa, Colleen W.",HI,1,Rep,HI1,Hanabusa,RepColleenHanabusa,Colleen Hanabusa,Democrat,RepHanabusa,TO GET LATER
"Hinchey, Maurice D.",NY,22,Rep,NY22,Hinchey,,Maurice D. Hinchey,Democrat,,TO GET LATER
"Hinojosa, Ruben",TX,15,Rep,TX15,Hinojosa,CongressmanRubenHinojosa,Rubén Hinojosa,Democrat,USRepRHinojosa,TO GET LATER
"Hirono, Mazie K.",HI,2,Rep,HI2,Hirono,senatorhirono,Mazie K. Hirono,Democrat,MazieHirono,TO GET LATER
"Holt, Rush",NJ,12,Rep,NJ12,Holt,,Rush Holt,Democrat,,TO GET LATER
"Jackson, Jesse L., Jr.",IL,2,Rep,IL2,Jackson,,Jesse L. Jackson Jr.,Democrat,,TO GET LATER
"Kildee, Dale E.",MI,5,Rep,MI5,Kildee,,Dale E. Kildee,Democrat,,TO GET LATER
"Larsen, Rick",WA,2,Rep,WA2,Larsen,RepRickLarsen,Rick Larsen,Democrat,RepRickLarsen,TO GET LATER
"Murphy, Christopher S.",CT,5,Rep,CT5,Murphy,chrismurphyct,Christopher Murphy,Democrat,senmurphyoffice,TO GET LATER
"Norton, Eleanor Holmes",DC,0,Rep,DC0,Norton,CongresswomanNorton,Eleanor Holmes Norton,Democrat,EleanorNorton,TO GET LATER
"Olver, John W.",MA,1,Rep,MA1,Olver,,John W. Olver,Democrat,,TO GET LATER
"Sanchez, Loretta",CA,47,Rep,CA47,Sanchez,LorettaSanchez,Loretta Sanchez,Democrat,LorettaSanchez,TO GET LATER
"Schiff, Adam B.",CA,29,Rep,CA29,Schiff,RepAdamSchiff,Adam B. Schiff,Democrat,RepAdamSchiff,TO GET LATER
"Larson, John B.",CT,1,Rep,CT1,Larson,RepJohnLarson,John B. Larson,Democrat,RepJohnLarson,TO GET LATER
"Ackerman, Gary L.",NY,5,Rep,NY5,Ackerman,,Gary L. Ackerman,Democrat,,TO GET LATER
"Andrews, Robert E.",NJ,1,Rep,NJ1,Andrews,,Robert E. Andrews,Democrat,,TO GET LATER
"Baca, Joe",CA,43,Rep,CA43,Baca,,Joe Baca,Democrat,,TO GET LATER
"Bass, Karen",CA,33,Rep,CA33,Bass,RepKarenBass,Karen Bass,Democrat,RepKarenBass,TO GET LATER
"Blumenauer, Earl",OR,3,Rep,OR3,Blumenauer,,Earl Blumenauer,Democrat,BlumenauerMedia,TO GET LATER
"Bordallo, Madeleine Z.",GU,0,Rep,GU0,Bordallo,madeleine.bordallo,Madeleine Z. Bordallo,Democrat,,TO GET LATER
"Boswell, Leonard L.",IA,3,Rep,IA3,Boswell,,Leonard L. Boswell,Democrat,,TO GET LATER
"Brady, Robert A.",PA,1,Rep,PA1,Brady,RepRobertBrady,Robert A. Brady,Democrat,RepBrady,TO GET LATER
"Brown, Corrine",FL,3,Rep,FL3,Brown,congresswomanbrown,Corrine Brown,Democrat,RepCorrineBrown,TO GET LATER
"Butterfield, G. K.",NC,1,Rep,NC1,Butterfield,congressmangkbutterfield,G. K. Butterfield,Democrat,GKButterfield,TO GET LATER
"Capps, Lois",CA,23,Rep,CA23,Capps,loiscapps,Lois Capps,Democrat,RepLoisCapps,TO GET LATER
"Christensen, Donna M.",VI,0,Rep,VI0,Christensen,,Donna M. Christensen,Democrat,,TO GET LATER
"Chu, Judy",CA,32,Rep,CA32,Chu,RepJudyChu,Judy Chu,Democrat,RepJudyChu,TO GET LATER
"Clarke, Yvette D.",NY,11,Rep,NY11,Clarke,repyvettedclarke,Yvette D. Clarke,Democrat,RepYvetteClarke,TO GET LATER
"Clay, Wm. Lacy",MO,1,Rep,MO1,Clay,109135405838588,Wm. Lacy Clay,Democrat,,TO GET LATER
"Cleaver, Emanuel",MO,5,Rep,MO5,Cleaver,emanuelcleaverii,Emanuel Cleaver,Democrat,RepCleaver,TO GET LATER
"Clyburn, James E.",SC,6,Rep,SC6,Clyburn,jameseclyburn,James E. Clyburn,Democrat,Clyburn,TO GET LATER
"Cummings, Elijah E.",MD,7,Rep,MD7,Cummings,elijahcummings,Elijah E. Cummings,Democrat,RepCummings,TO GET LATER
"Davis, Danny K.",IL,7,Rep,IL7,Davis,CongressmanDKDavis,Danny K. Davis,Democrat,RepDannyDavis,TO GET LATER
"Davis, Susan A.",CA,53,Rep,CA53,Davis,RepSusanDavis,Susan A. Davis,Democrat,RepSusanDavis,TO GET LATER
"DeGette, Diana",CO,1,Rep,CO1,DeGette,DianaDeGette,Diana DeGette,Democrat,RepDianaDeGette,TO GET LATER
"DeLauro, Rosa L.",CT,3,Rep,CT3,DeLauro,CongresswomanRosaDeLauro,Rosa L. DeLauro,Democrat,RosaDeLauro,TO GET LATER
"Deutch, Theodore E.",FL,19,Rep,FL19,Deutch,CongressmanTedDeutch,Theodore E. Deutch,Democrat,RepTedDeutch,TO GET LATER
"Dicks, Norman D.",WA,6,Rep,WA6,Dicks,,Norman D. Dicks,Democrat,,TO GET LATER
"Dingell, John D.",MI,15,Rep,MI15,Dingell,,John D. Dingell,Democrat,JohnDingell,TO GET LATER
"Doyle, Michael F.",PA,14,Rep,PA14,Doyle,usrepmikedoyle,Michael F. Doyle,Democrat,USRepMikeDoyle,TO GET LATER
"Farr, Sam",CA,17,Rep,CA17,Farr,RepSamFarr,Sam Farr,Democrat,RepSamFarr,TO GET LATER
"Fattah, Chaka",PA,2,Rep,PA2,Fattah,repfattah,Chaka Fattah,Democrat,ChakaFattah,TO GET LATER
"Fudge, Marcia L.",OH,11,Rep,OH11,Fudge,RepMarciaLFudge,Marcia L. Fudge,Democrat,RepMarciaFudge,TO GET LATER
"Gonzalez, Charles A.",TX,20,Rep,TX20,Gonzalez,,Charles A. Gonzalez,Democrat,,TO GET LATER
"Green, Al",TX,9,Rep,TX9,Green,repalgreen,Al Green,Democrat,RepAlGreen,TO GET LATER
"Gutierrez, Luis V.",IL,4,Rep,IL4,Gutierrez,RepGutierrez,Luis V. Gutiérrez,Democrat,RepGutierrez,TO GET LATER
"Hahn, Janice",CA,36,Rep,CA36,Hahn,RepJaniceHahn,Janice Hahn,Democrat,Rep_JaniceHahn,TO GET LATER
"Hastings, Alcee L.",FL,23,Rep,FL23,Hastings,95696782238,Alcee L. Hastings,Democrat,RepHastingsFL,TO GET LATER
"Honda, Michael M.",CA,15,Rep,CA15,Honda,RepMikeHonda,Michael M. Honda,Democrat,RepMikeHonda,TO GET LATER
"Hoyer, Steny H.",MD,5,Rep,MD5,Hoyer,WhipHoyer,Steny H. Hoyer,Democrat,WhipHoyer,TO GET LATER
"Jackson Lee, Sheila",TX,18,Rep,TX18,Jackson Lee,CongresswomanSheilaJacksonLee,Sheila Jackson Lee,Democrat,JacksonLeeTX18,TO GET LATER
"Johnson, Eddie Bernice",TX,30,Rep,TX30,Johnson,CongresswomanEBJtx30,Eddie Bernice Johnson,Democrat,RepEBJ,TO GET LATER
"Johnson, Henry C. ""Hank,"" Jr.",GA,4,Rep,GA4,Johnson,115356957005,"Henry C. ""Hank"" Johnson, Jr.",Democrat,RepHankJohnson,TO GET LATER
"Kaptur, Marcy",OH,9,Rep,OH9,Kaptur,RepresentativeMarcyKaptur,Marcy Kaptur,Democrat,RepMarcyKaptur,TO GET LATER
"Lee, Barbara",CA,9,Rep,CA9,Lee,RepBarbaraLee,Barbara Lee,Democrat,RepBarbaraLee,TO GET LATER
"Maloney, Carolyn B.",NY,14,Rep,NY14,Maloney,RepCarolynMaloney,Carolyn B. Maloney,Democrat,RepMaloney,TO GET LATER
"Markey, Edward J.",MA,7,Rep,MA7,Markey,EdJMarkey,Edward J. Markey,Democrat,SenMarkey,TO GET LATER
"McCollum, Betty",MN,4,Rep,MN4,McCollum,repbettymccollum,Betty McCollum,Democrat,BettyMcCollum04,TO GET LATER
"McDermott, Jim",WA,7,Rep,WA7,McDermott,CongressmanJimMcDermott,Jim McDermott,Democrat,RepJimMcDermott,TO GET LATER
"McGovern, James P.",MA,3,Rep,MA3,McGovern,RepJimMcGovern,James P. McGovern,Democrat,RepMcGovern,TO GET LATER
"Meeks, Gregory W.",NY,6,Rep,NY6,Meeks,gregorymeeksny05,Gregory W. Meeks,Democrat,RepGregoryMeeks,TO GET LATER
"Miller, Brad",NC,13,Rep,NC13,Miller,,Brad Miller,Democrat,,TO GET LATER
"Moore, Gwen",WI,4,Rep,WI4,Moore,GwenSMoore,Gwen Moore,Democrat,RepGwenMoore,TO GET LATER
"Moran, James P.",VA,8,Rep,VA8,Moran,,James P. Moran,Democrat,,TO GET LATER
"Nadler, Jerrold",NY,8,Rep,NY8,Nadler,CongressmanNadler,Jerrold Nadler,Democrat,RepJerryNadler,TO GET LATER
"Napolitano, Grace F.",CA,38,Rep,CA38,Napolitano,RepGraceNapolitano,Grace F. Napolitano,Democrat,GraceNapolitano,TO GET LATER
"Pallone, Frank, Jr.",NJ,6,Rep,NJ6,Pallone,repfrankpallone,"Frank Pallone, Jr.",Democrat,FrankPallone,TO GET LATER
"Pelosi, Nancy",CA,8,Rep,CA8,Pelosi,NancyPelosi,Nancy Pelosi,Democrat,NancyPelosi,TO GET LATER
"Perlmutter, Ed",CO,7,Rep,CO7,Perlmutter,RepPerlmutter,Ed Perlmutter,Democrat,RepPerlmutter,TO GET LATER
"Peters, Gary C.",MI,9,Rep,MI9,Peters,SenGaryPeters,Gary C. Peters,Democrat,SenGaryPeters,TO GET LATER
"Pierluisi, Pedro R.",PR,0,Rep,PR0,Pierluisi,pedropierluisi,Pedro R. Pierluisi,Democrat,PedroPierluisi,TO GET LATER
"Pingree, Chellie",ME,1,Rep,ME1,Pingree,ChelliePingree,Chellie Pingree,Democrat,ChelliePingree,TO GET LATER
"Price, David E.",NC,4,Rep,NC4,Price,RepDavidEPrice,David E. Price,Democrat,RepDavidEPrice,TO GET LATER
"Rangel, Charles B.",NY,15,Rep,NY15,Rangel,CBRangel,Charles B. Rangel,Democrat,CBRangel,TO GET LATER
"Richardson, Laura",CA,37,Rep,CA37,Richardson,,Laura Richardson,Democrat,,TO GET LATER
"Rothman, Steven R.",NJ,9,Rep,NJ9,Rothman,,Steven R. Rothman,Democrat,,TO GET LATER
"Roybal-Allard, Lucille",CA,34,Rep,CA34,Roybal-Allard,RepRoybalAllard,Lucille Roybal-Allard,Democrat,RepRoybalAllard,TO GET LATER
"Ryan, Tim",OH,17,Rep,OH17,Ryan,timryan,Tim Ryan,Democrat,RepTimRyan,TO GET LATER
"Sablan, Gregorio Kilili Camacho",MP,0,Rep,MP0,Sablan,153423912663,Gregorio Kilili Camacho Sablan,Democrat,Kilili_Sablan,TO GET LATER
"Sanchez, Linda T.",CA,39,Rep,CA39,Sanchez,CongresswomanLindaSanchez,Linda T. Sánchez,Democrat,RepLindaSanchez,TO GET LATER
"Schakowsky, Janice D.",IL,9,Rep,IL9,Schakowsky,janschakowsky,Janice D. Schakowsky,Democrat,JanSchakowsky,TO GET LATER
"Scott, Robert C. ""Bobby""",VA,3,Rep,VA3,Scott,RepBobbyScott,"Robert C. ""Bobby"" Scott",Democrat,BobbyScott,TO GET LATER
"Serrano, Jose E.",NY,16,Rep,NY16,Serrano,RepJoseSerrano,José E. Serrano,Democrat,RepJoseSerrano,TO GET LATER
"Sherman, Brad",CA,27,Rep,CA27,Sherman,63158229861,Brad Sherman,Democrat,BradSherman,TO GET LATER
"Slaughter, Louise McIntosh",NY,28,Rep,NY28,Slaughter,RepLouiseSlaughter,Louise McIntosh Slaughter,Democrat,LouiseSlaughter,TO GET LATER
"Smith, Adam",WA,9,Rep,WA9,Smith,RepAdamSmith,Adam Smith,Democrat,RepAdamSmith,TO GET LATER
"Stark, Fortney Pete",CA,13,Rep,CA13,Stark,,Fortney Pete Stark,Democrat,,TO GET LATER
"Thompson, Bennie G.",MS,2,Rep,MS2,Thompson,CongressmanBennieGThompson,Bennie G. Thompson,Democrat,BennieGThompson,TO GET LATER
"Tonko, Paul",NY,21,Rep,NY21,Tonko,reppaultonko,Paul Tonko,Democrat,RepPaulTonko,TO GET LATER
"Towns, Edolphus",NY,10,Rep,NY10,Towns,,Edolphus Towns,Democrat,,TO GET LATER
"Van Hollen, Chris",MD,8,Rep,MD8,Van Hollen,chrisvanhollen,Chris Van Hollen,Democrat,ChrisVanHollen,TO GET LATER
"Walz, Timothy J.",MN,1,Rep,MN1,Walz,,Timothy J. Walz,Democrat,RepTimWalz,TO GET LATER
"Wasserman Schultz, Debbie",FL,20,Rep,FL20,Wasserman Schultz,RepDWS,Debbie Wasserman Schultz,Democrat,RepDWStweets,TO GET LATER
"Waters, Maxine",CA,35,Rep,CA35,Waters,MaxineWaters,Maxine Waters,Democrat,RepMaxineWaters,TO GET LATER
"Waxman, Henry A.",CA,30,Rep,CA30,Waxman,,Henry A. Waxman,Democrat,,TO GET LATER
"Wilson, Frederica S.",FL,17,Rep,FL17,Wilson,RepWilson,Frederica S. Wilson,Democrat,RepWilson,TO GET LATER
"Baldwin, Tammy",WI,2,Rep,WI2,Baldwin,senatortammybaldwin,Tammy Baldwin,Democrat,SenatorBaldwin,TO GET LATER
"Berman, Howard L.",CA,28,Rep,CA28,Berman,,Howard L. Berman,Democrat,,TO GET LATER
"Bonamici, Suzanne",OR,1,Rep,OR1,Bonamici,congresswomanbonamici,Suzanne Bonamici,Democrat,RepBonamici,TO GET LATER
"Chandler, Ben",KY,6,Rep,KY6,Chandler,,Ben Chandler,Democrat,,TO GET LATER
"Costa, Jim",CA,20,Rep,CA20,Costa,RepJimCosta,Jim Costa,Democrat,RepJimCosta,TO GET LATER
"Crowley, Joseph",NY,7,Rep,NY7,Crowley,repjoecrowley,Joseph Crowley,Democrat,RepJoeCrowley,TO GET LATER
"DeFazio, Peter A.",OR,4,Rep,OR4,DeFazio,RepPeterDeFazio,Peter A. DeFazio,Democrat,RepPeterDeFazio,TO GET LATER
"Edwards, Donna F.",MD,4,Rep,MD4,Edwards,107297211756,Donna F. Edwards,Democrat,RepDonnaEdwards,TO GET LATER
"Ellison, Keith",MN,5,Rep,MN5,Ellison,Keith.Ellison,Keith Ellison,Democrat,KeithEllison,TO GET LATER
"Faleomavaega, Eni F. H.",AS,0,Rep,AS0,Faleomavaega,,Eni F. H. Faleomavaega,Democrat,,TO GET LATER
"Heinrich, Martin",NM,1,Rep,NM1,Heinrich,MartinHeinrich,Martin Heinrich,Democrat,MartinHeinrich,TO GET LATER
"Higgins, Brian",NY,27,Rep,NY27,Higgins,RepBrianHiggins,Brian Higgins,Democrat,RepBrianHiggins,TO GET LATER
"Israel, Steve",NY,2,Rep,NY2,Israel,RepSteveIsrael,Steve Israel,Democrat,RepSteveIsrael,TO GET LATER
"Langevin, James R.",RI,2,Rep,RI2,Langevin,CongressmanJimLangevin,James R. Langevin,Democrat,JimLangevin,TO GET LATER
"Levin, Sander M.",MI,12,Rep,MI12,Levin,RepSandyLevin,Sander M. Levin,Democrat,RepSandyLevin,TO GET LATER
"Lewis, John",GA,5,Rep,GA5,Lewis,RepJohnLewis,John Lewis,Democrat,RepJohnLewis,TO GET LATER
"Lofgren, Zoe",CA,16,Rep,CA16,Lofgren,zoelofgren,Zoe Lofgren,Democrat,RepZoeLofgren,TO GET LATER
"Lowey, Nita M.",NY,18,Rep,NY18,Lowey,RepLowey,Nita M. Lowey,Democrat,NitaLowey,TO GET LATER
"Lujan, Ben Ray",NM,3,Rep,NM3,Lujan,RepBenRayLujan,Ben Ray Luján,Democrat,RepBenRayLujan,TO GET LATER
"Lynch, Stephen F.",MA,9,Rep,MA9,Lynch,repstephenlynch,Stephen F. Lynch,Democrat,RepStephenLynch,TO GET LATER
"McCarthy, Carolyn",NY,4,Rep,NY4,McCarthy,,Carolyn McCarthy,Democrat,,TO GET LATER
"McNerney, Jerry",CA,11,Rep,CA11,McNerney,jerrymcnerney,Jerry McNerney,Democrat,RepMcNerney,TO GET LATER
"Miller, George",CA,7,Rep,CA7,Miller,,George Miller,Democrat,,TO GET LATER
"Pascrell, Bill, Jr.",NJ,8,Rep,NJ8,Pascrell,pascrell,"Bill Pascrell, Jr.",Democrat,BillPascrell,TO GET LATER
"Richmond, Cedric L.",LA,2,Rep,LA2,Richmond,RepRichmond,Cedric L. Richmond,Democrat,RepRichmond,TO GET LATER
"Sarbanes, John P.",MD,3,Rep,MD3,Sarbanes,RepSarbanes,John P. Sarbanes,Democrat,RepSarbanes,TO GET LATER
"Schwartz, Allyson Y.",PA,13,Rep,PA13,Schwartz,,Allyson Y. Schwartz,Democrat,,TO GET LATER
"Sires, Albio",NJ,13,Rep,NJ13,Sires,81058818750,Albio Sires,Democrat,RepSires,TO GET LATER
"Speier, Jackie",CA,12,Rep,CA12,Speier,JackieSpeier,Jackie Speier,Democrat,RepSpeier,TO GET LATER
"Thompson, Mike",CA,1,Rep,CA1,Thompson,RepMikeThompson,Mike Thompson,Democrat,RepThompson,TO GET LATER
"Velazquez, Nydia M.",NY,12,Rep,NY12,Velazquez,8037068318,Nydia M. Velázquez,Democrat,NydiaVelazquez,TO GET LATER
"Woolsey, Lynn C.",CA,6,Rep,CA6,Woolsey,,Lynn C. Woolsey,Democrat,,TO GET LATER
"Castor, Kathy",FL,11,Rep,FL11,Castor,USRepKathyCastor,Kathy Castor,Democrat,USRepKCastor,TO GET LATER
"Grijalva, Raul M.",AZ,7,Rep,AZ7,Grijalva,Rep.Grijalva,Raúl M. Grijalva,Democrat,RepraulGrijalva,TO GET LATER
"Neal, Richard E.",MA,2,Rep,MA2,Neal,reprichardneal,Richard E. Neal,Democrat,RepRichardNeal,TO GET LATER
"Barrow, John",GA,12,Rep,GA12,Barrow,,John Barrow,Democrat,,TO GET LATER
"Green, Gene",TX,29,Rep,TX29,Green,RepGeneGreen,Gene Green,Democrat,RepGeneGreen,TO GET LATER
"Inslee, Jay",WA,1,Rep,WA1,Inslee,,Jay Inslee,Democrat,,TO GET LATER
"Loebsack, David",IA,2,Rep,IA2,Loebsack,DaveLoebsack,David Loebsack,Democrat,DaveLoebsack,TO GET LATER
"Sutton, Betty",OH,13,Rep,OH13,Sutton,,Betty Sutton,Democrat,,TO GET LATER
"Visclosky, Peter J.",IN,1,Rep,IN1,Visclosky,repvisclosky,Peter J. Visclosky,Democrat,RepVisclosky,TO GET LATER
"Wu, David",OR,1,Rep,OR1,Wu,,David Wu,Democrat,,TO GET LATER
"Cooper, Jim",TN,5,Rep,TN5,Cooper,JimCooper,Jim Cooper,Democrat,RepJimCooper,TO GET LATER
"Doggett, Lloyd",TX,25,Rep,TX25,Doggett,lloyddoggett,Lloyd Doggett,Democrat,RepLloydDoggett,TO GET LATER
"Kind, Ron",WI,3,Rep,WI3,Kind,repronkind,Ron Kind,Democrat,RepRonKind,TO GET LATER
"Matsui, Doris O.",CA,5,Rep,CA5,Matsui,doris.matsui,Doris O. Matsui,Democrat,DorisMatsui,TO GET LATER
"Pastor, Ed",AZ,4,Rep,AZ4,Pastor,,Ed Pastor,Democrat,,TO GET LATER
