_id,_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
J000174,"Johnson, Sam",TX,3,Rep,TX3,Johnson,RepSamJohnson,Sam Johnson,Republican,SamsPressShop,10696
K000388,"Kelly, Trent",MS,1,Rep,MS1,Kelly,reptrentkelly,Trent Kelly,Republican,reptrentkelly,11508
L000573,"Labrador, Raul R.",ID,1,Rep,ID1,Labrador,raul.r.labrador,Raúl R. Labrador,Republican,Raul_Labrador,22022
L000585,"LaHood, Darin",IL,18,Rep,IL18,LaHood,replahood,Darin LaHood,Republican,RepLaHood,9184
L000583,"Loudermilk, Barry",GA,11,Rep,GA11,Loudermilk,reploudermilk,Barry Loudermilk,Republican,RepLoudermilk,13224
L000584,"Love, Mia B.",UT,4,Rep,UT4,Love,repmialove,Mia B. Love,Republican,repmialove,36739
L000491,"Lucas, Frank D.",OK,3,Rep,OK3,Lucas,RepFrankLucas,Frank D. Lucas,Republican,RepFrankLucas,13843
N000184,"Noem, Kristi L.",SD,0,Rep,SD0,Noem,,Kristi L. Noem,Republican,RepKristiNoem,27226
P000609,"Palmer, Gary J.",AL,6,Rep,AL6,Palmer,CongressmanGaryPalmer,Gary J. Palmer,Republican,USRepGaryPalmer,13913
P000591,"Price, Tom",GA,6,Rep,GA6,Price,reptomprice,Tom Price,Republican,RepTomPrice,39588
R000409,"Rohrabacher, Dana",CA,48,Rep,CA48,Rohrabacher,RepRohrabacher,Dana Rohrabacher,Republican,reprohrabacher,5102
R000598,"Rothfus, Keith J.",PA,12,Rep,PA12,Rothfus,keithrothfus,Keith J. Rothfus,Republican,KeithRothfus,9707
R000604,"Russell, Steve",OK,5,Rep,OK5,Russell,reprussell,Steve Russell,Republican,RepRussell,7781
S000051,"Sanford, Mark",SC,1,Rep,SC1,Sanford,RepSanfordSC,Mark Sanford,Republican,RepSanfordSC,12059
S001183,"Schweikert, David",AZ,6,Rep,AZ6,Schweikert,repdavidschweikert,David Schweikert,Republican,RepDavid,22516
S001188,"Stutzman, Marlin A.",IN,3,Rep,IN3,Stutzman,CongressmanMarlinStutzman,Marlin A. Stutzman,Republican,RepStutzman,7982
T000470,"Tipton, Scott  R.",CO,3,Rep,CO3,Tipton,CongressmanScottTipton,Scott R. Tipton,Republican,RepTipton,18764
W000819,"Walker, Mark",NC,6,Rep,NC6,Walker,RepMarkWalker,Mark Walker,Republican,RepMarkWalker,10572
W000814,"Weber, Randy K., Sr.",TX,14,Rep,TX14,Weber,TXRandy14,"Randy K. Weber, Sr.",Republican,TXRandy14,13433
W000795,"Wilson, Joe",SC,2,Rep,SC2,Wilson,JoeWilson,Joe Wilson,Republican,RepJoeWilson,11805
Y000033,"Young, Don",AK,0,Rep,AK0,Young,RepDonYoung,Don Young,Republican,RepDonYoung,16455
Y000064,"Young, Todd C.",IN,9,Rep,IN9,Young,SenatorToddYoung,Todd Young,Republican,SenToddYoung,36046
G000377,"Granger, Kay",TX,12,Rep,TX12,Granger,RepKayGranger,Kay Granger,Republican,RepKayGranger,17741
H001036,"Hensarling, Jeb",TX,5,Rep,TX5,Hensarling,RepHensarling,Jeb Hensarling,Republican,RepHensarling,25024
R000583,"Rooney, Thomas J.",FL,17,Rep,FL17,Rooney,reptomrooney,Thomas J. Rooney,Republican,TomRooney,22260
T000238,"Thornberry, Mac",TX,13,Rep,TX13,Thornberry,repmacthornberry,Mac Thornberry,Republican,MacTXPress,12896
P000258,"Peterson, Collin C.",MN,7,Rep,MN7,Peterson,,Collin C. Peterson,Democrat,,-1
R000395,"Rogers, Harold",KY,5,Rep,KY5,Rogers,CongressmanHalRogers,Harold Rogers,Republican,RepHalRogers,14261
P000611,"Poliquin, Bruce",ME,2,Rep,ME2,Poliquin,RepPoliquin,Bruce Poliquin,Republican,RepPoliquin,8690
R000578,"Reichert, David G.",WA,8,Rep,WA8,Reichert,repdavereichert,David G. Reichert,Republican,DaveReichert,20405
A000055,"Aderholt, Robert B.",AL,4,Rep,AL4,Aderholt,RobertAderholt,Robert B. Aderholt,Republican,Robert_Aderholt,20701
G000577,"Graves, Garret",LA,6,Rep,LA6,Graves,CongressmanGarretGraves,Garret Graves,Republican,RepGarretGraves,7979
K000210,"King, Peter T.",NY,2,Rep,NY2,King,reppeteking,Peter T. King,Republican,RepPeteKing,33175
N000181,"Nunes, Devin",CA,22,Rep,CA22,Nunes,,Devin Nunes,Republican,RepDevinNunes,24076
N000186,"Nunnelee, Alan",MS,1,Rep,MS1,Nunnelee,CongressmanNunnelee,Alan Nunnelee,Republican,RepAlanNunnelee,-1
D000626,"Davidson, Warren",OH,8,Rep,OH8,Davidson,CongressmanWarrenDavidson,Warren Davidson,Republican,WarrenDavidson,7573
R000600,"Radewagen, Aumua Amata Coleman",AS,0,Rep,AS0,Radewagen,aumuaamata,Aumua Amata Coleman Radewagen,Republican,RepAmata,1958
E000296,"Evans, Dwight",PA,2,Rep,PA2,Evans,RepDwightEvans,Dwight Evans,Democrat,RepDwightEvans,10808
H001050,"Hanabusa, Colleen W.",HI,1,Rep,HI1,Hanabusa,RepColleenHanabusa,Colleen Hanabusa,Democrat,RepHanabusa,11531
