_action_text,_bill,_committees,_date,_status,_time,_type
Considered under suspension of the rules.,s1091,,2018-01-13,,15:45:05,action
DEBATE - The House proceeded with forty minutes of debate on S. 1091.,s1091,,2018-01-13,,15:45:06,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",s1091,,2018-01-13,PASS_BACK:HOUSE,15:54:49,vote
Motion to reconsider laid on the table Agreed to without objection.,s1091,,2018-01-13,,15:54:52,action
The title of the measure was amended. Agreed to without objection.,s1091,,2018-01-13,,15:54:54,action
Message on House action received in Senate and at desk: House amendments to Senate bill.,s1091,,2018-01-14,,,action
Senate agreed to the House amendments to S. 1091 by Unanimous Consent.,s1091,,2018-01-21,PASSED:BILL,,vote
Message on Senate action sent to the House.,s1091,,2018-01-22,,,action
Presented to President.,s1091,,2018-01-27,,,topresident
Signed by President.,s1091,,2018-01-07,ENACTED:SIGNED,,signed
Became Public Law No: 115-196.,s1091,,2018-01-07,,,enacted
Introduced in Senate,s1092,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1092,SSCM,2017-01-10,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",s1092,SSCM,2018-01-27,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune with an amendment in the nature of a substitute. With written report No. 115-327.",s1092,SSCM,2018-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 560.,s1092,,2018-01-27,,,calendar
Introduced in Senate,s1093,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1093,SSHR,2017-01-10,REFERRED,,referral
Introduced in Senate,s1094,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1094,SSVA,2017-01-11,REFERRED,,referral
Committee on Veterans' Affairs. Hearings held.,s1094,SSVA,2017-01-17,,,hearings
Committee on Veterans' Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1094,SSVA,2017-01-24,REPORTED,,calendar
Committee on Veterans' Affairs. Reported by Senator Isakson with an amendment in the nature of a substitute. Without written report.,s1094,SSVA,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 103.,s1094,,2017-01-24,,,calendar
Measure laid before Senate by unanimous consent.,s1094,,2017-01-06,,,action
The committee substitute agreed to by Unanimous Consent.,s1094,,2017-01-06,,,action
Passed Senate with an amendment by Voice Vote.,s1094,,2017-01-06,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1094,,2017-01-07,,,action
Received in the House.,s1094,,2017-01-07,,12:24:27,action
Held at the desk.,s1094,,2017-01-07,,17:33:15,action
"Rules Committee Resolution H. Res. 378 Reported to House. Rule provides for consideration of H.R. 2581 and S. 1094. Rule provides for consideration of H.R. 2581 and S. 1094, with 1 hour of general debate for each bill. Previous question shall be considered as ordered without intervening motions except a motion to recommit with or without instructions on H.R. 2581, and a motion to commit on S. 1094. Both measures will be considered read and are closed to amendments.",s1094,,2017-01-12,,19:15:14,action
Rule H. Res. 378 passed House.,s1094,,2017-01-13,,13:28:40,action
Considered under the provisions of rule H. Res. 378.,s1094,,2017-01-13,,14:37:36,action
"Rule provides for consideration of H.R. 2581 and S. 1094, with 1 hour of general debate for each bill. Previous question shall be considered as ordered without intervening motions except a motion to recommit with or without instructions on H.R. 2581, and a motion to commit on S. 1094. Both measures will be considered read and are closed to amendments.",s1094,,2017-01-13,,14:37:41,action
DEBATE - The House proceeded with one hour of debate on S. 1094.,s1094,,2017-01-13,,14:37:57,action
The previous question was ordered pursuant to the rule.,s1094,,2017-01-13,,15:36:48,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on S. 1094, the Chair put the question on passage and by voice vote announced that the ayes had prevailed. Mr. Roe (TN) demanded the yeas and nays, and the Chair postponed further proceedings on passage of S. 1094 until later in the legislative day.",s1094,,2017-01-13,,15:37:03,action
Considered as unfinished business.,s1094,,2017-01-13,,16:25:32,action
On passage Passed by the Yeas and Nays: 368 - 55 (Roll no. 307).,s1094,,2017-01-13,PASSED:BILL,16:36:05,vote
Motion to reconsider laid on the table Agreed to without objection.,s1094,,2017-01-13,,16:36:06,action
Presented to President.,s1094,,2017-01-22,,,topresident
Signed by President.,s1094,,2017-01-23,ENACTED:SIGNED,,signed
Became Public Law No: 115-41.,s1094,,2017-01-23,,,enacted
Introduced in Senate,s1095,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1095,SSEV,2017-01-11,REFERRED,,referral
Introduced in Senate,s1096,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1096,SSCM,2017-01-11,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",s1096,SSCM,2017-01-18,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune with an amendment in the nature of a substitute. With written report No. 115-136.",s1096,SSCM,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 182.,s1096,,2017-01-24,,,calendar
Introduced in Senate,s1097,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1097,SSAS,2017-01-11,REFERRED,,referral
Introduced in Senate,s1098,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1098,SSVA,2017-01-11,REFERRED,,referral
Introduced in Senate,s1099,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1099,SSGA,2017-01-11,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1099,SSGA,2017-01-17,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 115-129.,s1099,SSGA,2017-01-11,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 169.,s1099,,2017-01-11,,,calendar
Measure laid before Senate by unanimous consent.,s1099,,2017-01-03,,,action
Passed Senate with an amendment by Unanimous Consent.,s1099,,2017-01-03,PASS_OVER:SENATE,,vote
Received in the House.,s1099,,2017-01-04,,12:07:03,action
Message on Senate action sent to the House.,s1099,,2017-01-04,,,action
Referred to the House Committee on Oversight and Government Reform.,s1099,HSGO,2017-01-04,,,referral
Introduced in Senate,s1100,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1100,SSCM,2017-01-11,REFERRED,,referral
Introduced in Senate,s1101,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1101,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1102,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1102,SSFI,2017-01-11,REFERRED,,referral
Introduced in Senate,s1103,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1103,SSGA,2017-01-11,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1103,SSGA,2017-01-17,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 115-157.,s1103,SSGA,2017-01-14,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 221.,s1103,,2017-01-14,,,calendar
Passed Senate without amendment by Unanimous Consent.,s1103,,2017-01-05,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1103,,2017-01-10,,,action
Received in the House.,s1103,,2017-01-10,,14:08:59,action
Held at the desk.,s1103,,2017-01-10,,19:25:37,action
Introduced in Senate,s1104,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1104,SSCM,2017-01-11,REFERRED,,referral
Introduced in Senate,s1105,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1105,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1106,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1106,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1107,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1107,SSJU,2017-01-11,REFERRED,,referral
Senate Committee on the Judiciary discharged by Unanimous Consent.,s1107,SSJU,2017-01-05,,,action
Measure laid before Senate by unanimous consent.,s1107,,2017-01-05,,,action
Passed Senate with an amendment by Unanimous Consent.,s1107,,2017-01-05,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1107,,2017-01-06,,,action
Received in the House.,s1107,,2017-01-06,,10:26:51,action
Held at the desk.,s1107,,2017-01-06,,20:13:36,action
Introduced in Senate,s1108,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1108,SSJU,2017-01-11,REFERRED,,referral
Introduced in Senate,s1109,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1109,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1110,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1110,SSCM,2017-01-11,REFERRED,,referral
Introduced in Senate,s1111,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1111,SSVA,2017-01-11,REFERRED,,referral
Introduced in Senate,s1112,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1112,SSHR,2017-01-11,REFERRED,,referral
"Committee on Health, Education, Labor, and Pensions. Ordered to be reported with an amendment in the nature of a substitute favorably.",s1112,SSHR,2018-01-26,REPORTED,,calendar
"Committee on Health, Education, Labor, and Pensions. Reported by Senator Alexander with an amendment in the nature of a substitute. Without written report.",s1112,SSHR,2018-01-09,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 502.,s1112,,2018-01-09,,,calendar
Introduced in Senate,s1113,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1113,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1114,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1114,SSJU,2017-01-11,REFERRED,,referral
Introduced in Senate,s1115,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1115,SSHR,2017-01-11,REFERRED,,referral
Introduced in Senate,s1116,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s1116,SLIA,2017-01-11,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported with an amendment favorably.,s1116,SLIA,2017-01-17,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven with amendments. With written report No. 115-174.,s1116,SLIA,2017-01-17,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 248.,s1116,,2017-01-17,,,calendar
Measure laid before Senate by unanimous consent.,s1116,,2018-01-22,,,action
The committee amendments withdrawn by Unanimous Consent.,s1116,,2018-01-22,,,action
Passed Senate with an amendment by Voice Vote.,s1116,,2018-01-22,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1116,,2018-01-23,,,action
Received in the House.,s1116,,2018-01-26,,16:01:49,action
"Referred to the Committee on Natural Resources, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s1116,HSII,2018-01-26,,,referral
"Referred to the Committee on Natural Resources, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s1116,HSED,2018-01-26,,,referral
"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs.",s1116,HSII,2018-01-27,,,referral
Subcommittee Hearings Held.,s1116,HSII,2018-01-24,,,action
Introduced in Senate,s1117,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1117,SSBK,2017-01-11,REFERRED,,referral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s1117,SSBK,2018-01-26,,,hearings
Introduced in Senate,s1118,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1118,SSFR,2017-01-11,REFERRED,,referral
Committee on Foreign Relations. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1118,SSFR,2017-01-05,REPORTED,,calendar
Committee on Foreign Relations. Reported by Senator Corker with an amendment in the nature of a substitute. Without written report.,s1118,SSFR,2017-01-11,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 280.,s1118,,2017-01-11,,,calendar
Introduced in Senate,s1119,,2017-01-15,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1119,SSCM,2017-01-15,REFERRED,,referral
Introduced in Senate,s1120,,2017-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1120,SSJU,2017-01-15,REFERRED,,referral
Introduced in Senate,s1121,,2017-01-15,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1121,SSHR,2017-01-15,REFERRED,,referral
Introduced in Senate,s1122,,2017-01-15,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1122,SSHR,2017-01-15,REFERRED,,referral
Introduced in Senate,s1123,,2017-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1123,SSJU,2017-01-15,REFERRED,,referral
Introduced in Senate,s1124,,2017-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1124,SSJU,2017-01-15,REFERRED,,referral
Introduced in Senate,s1125,,2017-01-15,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1125,SSHR,2017-01-15,REFERRED,,referral
Introduced in Senate,s1126,,2017-01-15,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1126,SSEV,2017-01-15,REFERRED,,referral
Introduced in Senate,s1127,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1127,SSJU,2017-01-16,REFERRED,,referral
Introduced in Senate,s1128,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1128,SSGA,2017-01-16,REFERRED,,referral
Introduced in Senate,s1129,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1129,SSCM,2017-01-16,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",s1129,SSCM,2017-01-18,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune with an amendment in the nature of a substitute. With written report No. 115-89.",s1129,SSCM,2017-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 112.,s1129,,2017-01-05,,,calendar
Introduced in Senate,s1130,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1130,SSFI,2017-01-16,REFERRED,,referral
Introduced in Senate,s1131,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1131,SSHR,2017-01-16,REFERRED,,referral
Introduced in Senate,s1132,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1132,SSFI,2017-01-16,REFERRED,,referral
Introduced in Senate,s1133,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1133,SSFI,2017-01-16,REFERRED,,referral
Introduced in Senate,s1134,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1134,SSJU,2017-01-16,REFERRED,,referral
Introduced in Senate,s1135,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1135,SSHR,2017-01-16,REFERRED,,referral
Introduced in Senate,s1136,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1136,SSHR,2017-01-16,REFERRED,,referral
Introduced in Senate,s1137,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1137,SSEV,2017-01-16,REFERRED,,referral
Introduced in Senate,s1138,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1138,SSHR,2017-01-16,REFERRED,,referral
Introduced in Senate,s1139,,2017-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1139,SSBK,2017-01-16,REFERRED,,referral
Introduced in Senate,s1140,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1140,SSGA,2017-01-16,REFERRED,,referral
Introduced in Senate,s1141,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1141,SSFR,2017-01-16,REFERRED,,referral
Committee on Foreign Relations. Ordered to be reported without amendment favorably.,s1141,SSFR,2017-01-25,REPORTED,,calendar
Committee on Foreign Relations. Reported by Senator Corker without amendment. With written report No. 115-93.,s1141,SSFR,2017-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 123.,s1141,,2017-01-08,,,calendar
Passed Senate without amendment by Voice Vote.,s1141,,2017-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1141,,2017-01-04,,,action
Received in the House.,s1141,,2017-01-04,,13:06:38,action
Held at the desk.,s1141,,2017-01-04,,14:31:48,action
Mr. Royce (CA) moved to suspend the rules and pass the bill.,s1141,,2017-01-25,,15:44:46,action
Considered under suspension of the rules.,s1141,,2017-01-25,,15:44:55,action
DEBATE - The House proceeded with forty minutes of debate on S. 1141.,s1141,,2017-01-25,,15:44:57,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s1141,,2017-01-25,PASSED:BILL,16:04:32,vote
Motion to reconsider laid on the table Agreed to without objection.,s1141,,2017-01-25,,16:04:34,action
Presented to President.,s1141,,2017-01-28,,,topresident
Signed by President.,s1141,,2017-01-06,ENACTED:SIGNED,,signed
Became Public Law No: 115-68.,s1141,,2017-01-06,,,enacted
Introduced in Senate,s1142,,2017-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1142,SSEG,2017-01-16,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.,s1142,SSEG,2018-01-28,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1142,SSEG,2018-01-17,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. Without written report.,s1142,SSEG,2018-01-30,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 536.,s1142,,2018-01-30,,,calendar
By Senator Murkowski from Committee on Energy and Natural Resources filed written report. Report No. 115-311.,s1142,SSEG,2018-01-31,,,action
The committee substitute withdrawn by Unanimous Consent.,s1142,,2018-01-22,,,action
Passed Senate with an amendment by Unanimous Consent.,s1142,,2018-01-22,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1142,,2018-01-23,,,action
Received in the House.,s1142,,2018-01-24,,11:04:00,action
Held at the desk.,s1142,,2018-01-24,,11:56:02,action
Introduced in Senate,s1143,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1143,SSHR,2017-01-17,REFERRED,,referral
Introduced in Senate,s1144,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1144,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1145,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1145,SSGA,2017-01-17,REFERRED,,referral
Introduced in Senate,s1146,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Small Business and Entrepreneurship.,s1146,SSSB,2017-01-17,REFERRED,,referral
Introduced in Senate,s1147,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1147,SSHR,2017-01-17,REFERRED,,referral
Introduced in Senate,s1148,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1148,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1149,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1149,SSEG,2017-01-17,REFERRED,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held.",s1149,SSEG,2017-01-26,,,hearings
Introduced in Senate,s1150,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1150,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1151,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1151,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1152,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1152,SSBK,2017-01-17,REFERRED,,referral
"Committee on Banking, Housing, and Urban Affairs. Hearings held. Hearings printed: S.Hrg. 115-81.",s1152,SSBK,2017-01-08,,,hearings
Introduced in Senate,s1153,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1153,SSVA,2017-01-17,REFERRED,,referral
Committee on Veterans' Affairs. Hearings held.,s1153,SSVA,2017-01-11,,,hearings
Senate Committee on Veterans' Affairs discharged by Unanimous Consent.,s1153,SSVA,2017-01-09,,,action
Passed Senate without amendment by Unanimous Consent.,s1153,,2017-01-09,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1153,,2017-01-13,,,action
Received in the House.,s1153,,2017-01-13,,14:04:15,action
Referred to the Subcommittee on Health.,s1153,HSVR,2017-01-13,,,referral
Referred to the House Committee on Veterans' Affairs.,s1153,HSVR,2017-01-13,,,referral
Introduced in Senate,s1154,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1154,SSAS,2017-01-17,REFERRED,,referral
Introduced in Senate,s1155,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1155,SSHR,2017-01-17,REFERRED,,referral
Introduced in Senate,s1156,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1156,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1157,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1157,SSGA,2017-01-17,REFERRED,,referral
Introduced in Senate,s1158,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1158,SSFR,2017-01-17,REFERRED,,referral
Committee on Foreign Relations. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1158,SSFR,2018-01-26,REPORTED,,calendar
Committee on Foreign Relations. Reported by Senator Corker with an amendment in the nature of a substitute. Without written report.,s1158,SSFR,2018-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 489.,s1158,,2018-01-27,,,calendar
Introduced in Senate,s1159,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1159,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1160,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1160,SSEG,2017-01-17,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,s1160,SSEG,2018-01-14,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s1160,SSEG,2018-01-08,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-224.,s1160,SSEG,2018-01-11,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 372.,s1160,,2018-01-11,,,calendar
Introduced in Senate,s1161,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1161,SSVA,2017-01-17,REFERRED,,referral
Introduced in Senate,s1162,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1162,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1163,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1163,SSVA,2017-01-17,REFERRED,,referral
Introduced in Senate,s1164,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1164,SSCM,2017-01-17,REFERRED,,referral
Introduced in Senate,s1165,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1165,SSVA,2017-01-17,REFERRED,,referral
Referred to the Subcommittee on Health.,s1165,HSVR,2017-01-07,,,referral
Senate Committee on Veterans' Affairs discharged by Unanimous Consent.,s1165,SSVA,2017-01-07,,,action
Passed Senate without amendment by Unanimous Consent.,s1165,,2017-01-07,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1165,,2017-01-07,,,action
Received in the House.,s1165,,2017-01-07,,18:55:27,action
Referred to the House Committee on Veterans' Affairs.,s1165,HSVR,2017-01-07,,,referral
Introduced in Senate,s1166,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1166,SSEV,2017-01-17,REFERRED,,referral
Introduced in Senate,s1167,,2017-01-17,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1167,SSCM,2017-01-17,REFERRED,,referral
Introduced in Senate,s1168,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1168,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1169,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1169,SSFI,2017-01-17,REFERRED,,referral
Introduced in Senate,s1170,,2017-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1170,SSFR,2017-01-17,REFERRED,,referral
Introduced in Senate,s1171,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1171,SSFR,2017-01-18,REFERRED,,referral
Introduced in Senate,s1172,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1172,SSFR,2017-01-18,REFERRED,,referral
Introduced in Senate,s1173,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1173,SSJU,2017-01-18,REFERRED,,referral
Introduced in Senate,s1174,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1174,SSFI,2017-01-18,REFERRED,,referral
Introduced in Senate,s1175,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1175,SSJU,2017-01-18,REFERRED,,referral
Introduced in Senate,s1176,,2017-01-18,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1176,SSHR,2017-01-18,REFERRED,,referral
Introduced in Senate,s1177,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1177,SSFR,2017-01-18,REFERRED,,referral
Introduced in Senate,s1178,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s1178,SSFR,2017-01-18,REFERRED,,referral
Introduced in Senate,s1179,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1179,SSVA,2017-01-18,REFERRED,,referral
Introduced in Senate,s1180,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1180,SSEG,2017-01-18,REFERRED,,referral
Introduced in Senate,s1181,,2017-01-18,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1181,SSEG,2017-01-18,REFERRED,,referral
