_id,_name_x,_state,_district,_title,_clean_name,_facebook,_name_y,_party,_sort_name,_twitter,_twitter_followers
N000185,"Nugent, Richard B.",FL,11,Rep,"Nugent, Richard",RepRichNugent,Richard B. Nugent,Republican,"Nugent, Richard",RepRichNugent,3379
P000599,"Posey, Bill",FL,8,Rep,"Posey, Bill",bill.posey15,Bill Posey,Republican,"Posey, Bill",CongBillPosey,19782
R000587,"Ribble, Reid J.",WI,8,Rep,"Ribble, Reid",CongressmanReidRibble,Reid J. Ribble,Republican,"Ribble, Reid",RepRibble,10766
S001172,"Smith, Adrian",NE,3,Rep,"Smith, Adrian",,Adrian Smith,Republican,"Smith, Adrian",RepAdrianSmith,10334
B001282,"Barr, Andy",KY,6,Rep,"Barr, Andy",,,,,,-1
B001290,"Brat, Dave",VA,7,Rep,"Brat, Dave",,,,,,-1
B001274,"Brooks, Mo",AL,5,Rep,"Brooks, Mo",RepMoBrooks,Mo Brooks,Republican,"Brooks, Mo",RepMoBrooks,26086
C001102,"Clawson, Curt",FL,19,Rep,"Clawson, Curt",,,,,,-1
C001087,"Crawford, Eric A. ""Rick""",AR,1,Rep,"Crawford, Eric",RepRickCrawford,"Eric A. ""Rick"" Crawford",Republican,"Crawford, Eric",RepRickCrawford,16004
D000614,"Duffy, Sean P.",WI,7,Rep,"Duffy, Sean",RepSeanDuffy,Sean P. Duffy,Republican,"Duffy, Sean",RepSeanDuffy,33069
E000294,"Emmer, Tom",MN,6,Rep,"Emmer, Tom",reptomemmer,Tom Emmer,Republican,"Emmer, Tom",RepTomEmmer,10301
F000459,"Fleischmann, Charles J. ""Chuck""",TN,3,Rep,"Fleischmann, Charles",repchuck,"Charles J. ""Chuck"" Fleischmann",Republican,"Fleischmann, Charles",RepChuck,13350
F000448,"Franks, Trent",AZ,8,Rep,"Franks, Trent",TrentFranks,Trent Franks,Republican,"Franks, Trent",RepTrentFranks,-1
J000296,"Jolly, David",FL,13,Rep,"Jolly, David",repdavidjolly,David W. Jolly,Republican,"Jolly, David",USRepDavidJolly,5800
K000362,"King, Steve",IA,4,Rep,"King, Steve",stevekingia,Steve King,Republican,"King, Steve",SteveKingIA,88475
L000564,"Lamborn, Doug",CO,5,Rep,"Lamborn, Doug",CongressmanDougLamborn,Doug Lamborn,Republican,"Lamborn, Doug",RepDLamborn,15747
M001193,"MacArthur, Thomas",NJ,3,Rep,"MacArthur, Thomas",,,,,,-1
M001197,"McSally, Martha",AZ,2,Rep,"McSally, Martha",RepMcSally,Martha McSally,Republican,"McSally, Martha",RepMcSally,32284
M001181,"Meehan, Patrick",PA,7,Rep,"Meehan, Patrick",CongressmanPatrickMeehan,Patrick Meehan,Republican,"Meehan, Patrick",RepMeehan,18355
M000689,"Mica, John L.",FL,7,Rep,"Mica, John",JohnMica,John L. Mica,Republican,"Mica, John",,-1
N000182,"Neugebauer, Randy",TX,19,Rep,"Neugebauer, Randy",rep.randy.neugebauer,Randy Neugebauer,Republican,"Neugebauer, Randy",RandyNeugebauer,14347
N000189,"Newhouse, Dan",WA,4,Rep,"Newhouse, Dan",RepNewhouse,Dan Newhouse,Republican,"Newhouse, Dan",RepNewhouse,9487
P000601,"Palazzo, Steven M.",MS,4,Rep,"Palazzo, Steven",stevenpalazzo,Steven M. Palazzo,Republican,"Palazzo, Steven",CongPalazzo,14105
R000586,"Renacci, James B.",OH,16,Rep,"Renacci, James",repjimrenacci,James B. Renacci,Republican,"Renacci, James",RepJimRenacci,28367
R000597,"Rice, Tom",SC,7,Rep,"Rice, Tom",reptomrice,Tom Rice,Republican,"Rice, Tom",RepTomRice,14642
S001179,"Schock, Aaron",IL,18,Rep,"Schock, Aaron",RepAaronSchock,Aaron Schock,Republican,"Schock, Aaron",AaronSchock,27207
S001195,"Smith, Jason",MO,8,Rep,"Smith, Jason",repjasonsmith,Jason Smith,Republican,"Smith, Jason",RepJasonSmith,26888
S001192,"Stewart, Chris",UT,2,Rep,"Stewart, Chris",RepChrisStewart,Chris Stewart,Republican,"Stewart, Chris",RepChrisStewart,17930
T000467,"Thompson, Glenn",PA,5,Rep,"Thompson, Glenn",CongressmanGT,Glenn Thompson,Republican,"Thompson, Glenn",CongressmanGT,18683
W000796,"Westmoreland, Lynn A.",GA,3,Rep,"Westmoreland, Lynn",71389451419,Lynn A. Westmoreland,Republican,"Westmoreland, Lynn",RepWestmoreland,-1
W000816,"Williams, Roger",TX,25,Rep,"Williams, Roger",RepRogerWilliams,Roger Williams,Republican,"Williams, Roger",RepRWilliams,9631
W000804,"Wittman, Robert J.",VA,1,Rep,"Wittman, Robert",RepRobWittman,Robert J. Wittman,Republican,"Wittman, Robert",RobWittman,25826
W000810,"Woodall, Rob",GA,7,Rep,"Woodall, Rob",RepRobWoodall,Rob Woodall,Republican,"Woodall, Rob",RepRobWoodall,9262
Y000065,"Yoho, Ted S.",FL,3,Rep,"Yoho, Ted",CongressmanTedYoho,Ted S. Yoho,Republican,"Yoho, Ted",RepTedYoho,25070
A000367,"Amash, Justin",MI,3,Rep,"Amash, Justin",repjustinamash,Justin Amash,Republican,"Amash, Justin",,-1
B001260,"Buchanan, Vern",FL,16,Rep,"Buchanan, Vern",CongressmanBuchanan,Vern Buchanan,Republican,"Buchanan, Vern",VernBuchanan,26797
C001103,"Carter, Earl L. ""Buddy""",GA,1,Rep,"Carter, Earl",,,,,,-1
C001051,"Carter, John R.",TX,31,Rep,"Carter, John",judgecarter,John R. Carter,Republican,"Carter, John",JudgeCarter,14392
D000615,"Duncan, Jeff",SC,3,Rep,"Duncan, Jeff",RepJeffDuncan,Jeff Duncan,Republican,"Duncan, Jeff",RepJeffDuncan,55896
F000456,"Fleming, John",LA,4,Rep,"Fleming, John",repjohnfleming,John Fleming,Republican,"Fleming, John",RepFleming,13393
G000548,"Garrett, Scott",NJ,5,Rep,"Garrett, Scott",repscottgarrett,Scott Garrett,Republican,"Garrett, Scott",RepGarrett,6603
G000552,"Gohmert, Louie",TX,1,Rep,"Gohmert, Louie",50375006903,Louie Gohmert,Republican,"Gohmert, Louie",RepLouieGohmert,107543
G000566,"Gowdy, Trey",SC,4,Rep,"Gowdy, Trey",RepTreyGowdy,Trey Gowdy,Republican,"Gowdy, Trey",TGowdySC,841170
G000560,"Graves, Tom",GA,14,Rep,"Graves, Tom",reptomgraves,Tom Graves,Republican,"Graves, Tom",RepTomGraves,17660
H001071,"Hice, Jody B.",GA,10,Rep,"Hice, Jody",CongressmanJodyHice,Jody B. Hice,Republican,"Hice, Jody",congressmanhice,14602
H001057,"Huelskamp, Tim",KS,1,Rep,"Huelskamp, Tim",congressmanhuelskamp,Tim Huelskamp,Republican,"Huelskamp, Tim",CongHuelskamp,20185
H001073,"Hurd, Will",TX,23,Rep,"Hurd, Will",HurdOnTheHill,Will Hurd,Republican,"Hurd, Will",hurdonthehill,25133
H001060,"Hurt, Robert",VA,5,Rep,"Hurt, Robert",RepRobertHurt,Robert Hurt,Republican,"Hurt, Robert",RepRobertHurt,16652
J000174,"Johnson, Sam",TX,3,Rep,"Johnson, Sam",RepSamJohnson,Sam Johnson,Republican,"Johnson, Sam",SamsPressShop,10695
K000388,"Kelly, Trent",MS,1,Rep,"Kelly, Trent",reptrentkelly,Trent Kelly,Republican,"Kelly, Trent",reptrentkelly,11503
L000573,"Labrador, Raul R.",ID,1,Rep,"Labrador, Raul",,,,,,-1
L000585,"LaHood, Darin",IL,18,Rep,"LaHood, Darin",replahood,Darin LaHood,Republican,"LaHood, Darin",RepLaHood,9182
L000583,"Loudermilk, Barry",GA,11,Rep,"Loudermilk, Barry",reploudermilk,Barry Loudermilk,Republican,"Loudermilk, Barry",RepLoudermilk,13224
L000584,"Love, Mia B.",UT,4,Rep,"Love, Mia",repmialove,Mia B. Love,Republican,"Love, Mia",repmialove,36713
L000491,"Lucas, Frank D.",OK,3,Rep,"Lucas, Frank",RepFrankLucas,Frank D. Lucas,Republican,"Lucas, Frank",RepFrankLucas,13837
N000184,"Noem, Kristi L.",SD,0,Rep,"Noem, Kristi",,Kristi L. Noem,Republican,"Noem, Kristi",RepKristiNoem,27229
P000609,"Palmer, Gary J.",AL,6,Rep,"Palmer, Gary",CongressmanGaryPalmer,Gary J. Palmer,Republican,"Palmer, Gary",USRepGaryPalmer,13915
P000591,"Price, Tom",GA,6,Rep,"Price, Tom",reptomprice,Tom Price,Republican,"Price, Tom",RepTomPrice,39588
R000409,"Rohrabacher, Dana",CA,48,Rep,"Rohrabacher, Dana",RepRohrabacher,Dana Rohrabacher,Republican,"Rohrabacher, Dana",reprohrabacher,5102
R000598,"Rothfus, Keith J.",PA,12,Rep,"Rothfus, Keith",keithrothfus,Keith J. Rothfus,Republican,"Rothfus, Keith",KeithRothfus,9707
R000604,"Russell, Steve",OK,5,Rep,"Russell, Steve",reprussell,Steve Russell,Republican,"Russell, Steve",RepRussell,7778
S000051,"Sanford, Mark",SC,1,Rep,"Sanford, Mark",,,,,,-1
S001183,"Schweikert, David",AZ,6,Rep,"Schweikert, David",repdavidschweikert,David Schweikert,Republican,"Schweikert, David",RepDavid,22517
S001188,"Stutzman, Marlin A.",IN,3,Rep,"Stutzman, Marlin",CongressmanMarlinStutzman,Marlin A. Stutzman,Republican,"Stutzman, Marlin",RepStutzman,7981
T000470,"Tipton, Scott  R.",CO,3,Rep,"Tipton, Scott",CongressmanScottTipton,Scott R. Tipton,Republican,"Tipton, Scott",RepTipton,18765
W000819,"Walker, Mark",NC,6,Rep,"Walker, Mark",RepMarkWalker,Mark Walker,Republican,"Walker, Mark",RepMarkWalker,10574
W000814,"Weber, Randy K., Sr.",TX,14,Rep,"Weber, Randy",TXRandy14,"Randy K. Weber, Sr.",Republican,"Weber, Randy",TXRandy14,13433
W000795,"Wilson, Joe",SC,2,Rep,"Wilson, Joe",JoeWilson,Joe Wilson,Republican,"Wilson, Joe",RepJoeWilson,11805
Y000033,"Young, Don",AK,0,Rep,"Young, Don",RepDonYoung,Don Young,Republican,"Young, Don",RepDonYoung,16455
Y000064,"Young, Todd C.",IN,9,Rep,"Young, Todd",SenatorToddYoung,Todd Young,Republican,"Young, Todd",SenToddYoung,36041
G000377,"Granger, Kay",TX,12,Rep,"Granger, Kay",RepKayGranger,Kay Granger,Republican,"Granger, Kay",RepKayGranger,17737
H001036,"Hensarling, Jeb",TX,5,Rep,"Hensarling, Jeb",RepHensarling,Jeb Hensarling,Republican,"Hensarling, Jeb",RepHensarling,25026
R000583,"Rooney, Thomas J.",FL,17,Rep,"Rooney, Thomas",reptomrooney,Thomas J. Rooney,Republican,"Rooney, Thomas",TomRooney,22260
T000238,"Thornberry, Mac",TX,13,Rep,"Thornberry, Mac",repmacthornberry,Mac Thornberry,Republican,"Thornberry, Mac",MacTXPress,12893
P000258,"Peterson, Collin C.",MN,7,Rep,"Peterson, Collin",,Collin C. Peterson,Democrat,"Peterson, Collin",,-1
R000395,"Rogers, Harold",KY,5,Rep,"Rogers, Harold",CongressmanHalRogers,Harold Rogers,Republican,"Rogers, Harold",RepHalRogers,14260
P000611,"Poliquin, Bruce",ME,2,Rep,"Poliquin, Bruce",RepPoliquin,Bruce Poliquin,Republican,"Poliquin, Bruce",RepPoliquin,8692
R000578,"Reichert, David G.",WA,8,Rep,"Reichert, David",repdavereichert,David G. Reichert,Republican,"Reichert, David",DaveReichert,20405
A000055,"Aderholt, Robert B.",AL,4,Rep,"Aderholt, Robert",RobertAderholt,Robert B. Aderholt,Republican,"Aderholt, Robert",Robert_Aderholt,20699
G000577,"Graves, Garret",LA,6,Rep,"Graves, Garret",CongressmanGarretGraves,Garret Graves,Republican,"Graves, Garret",RepGarretGraves,7979
K000210,"King, Peter T.",NY,2,Rep,"King, Peter",reppeteking,Peter T. King,Republican,"King, Peter",RepPeteKing,33176
N000181,"Nunes, Devin",CA,22,Rep,"Nunes, Devin",,Devin Nunes,Republican,"Nunes, Devin",RepDevinNunes,24081
N000186,"Nunnelee, Alan",MS,1,Rep,"Nunnelee, Alan",CongressmanNunnelee,Alan Nunnelee,Republican,"Nunnelee, Alan",RepAlanNunnelee,-1
